(17, 7, 10),
(28, 10, 6),
(27, 10, 8),
(26, 6, 9),
(6, 23, 5),
(27, 24, 6),
(28, 7, 8),
(8, 7, 10),
(22, 6, 10),
(28, 24, 6),
(9, 10, 5),
(6, 5, 10),
(25, 24, 5),
(12, 24, 6),
(11, 22, 5),
(2, 35, 1),
(16, 5, 6),
(12, 7, 5),
(17, 22, 8),
(7, 23, 9),
(23, 7, 10),
(11, 22, 10),
(17, 35, 5),
(12, 7, 9),
(18, 24, 7),
(17, 24, 7),
(25, 24, 9),
(25, 24, 8),
(24, 22, 10),
(3, 6, 9),
(3, 24, 6),
(16, 22, 8),
(27, 5, 8),
(16, 24, 9),
(10, 35, 8),
(8, 6, 3),
(28, 22, 8),
(18, 7, 9),
(26, 22, 9),
(4, 7, 5),
(14, 6, 10),
(9, 23, 8),
(5, 7, 7),
(15, 6, 5),
(11, 35, 5),
(24, 6, 7),
(25, 24, 7),
(10, 24, 8),
(17, 22, 7),
(9, 22, 5),
(14, 23, 7),
(23, 10, 3),
(8, 35, 6),
(5, 6, 7),
(5, 7, 8),
(24, 6, 7),
(4, 7, 8),
(28, 7, 6),
(21, 35, 8),
(27, 35, 2),
(16, 24, 6),
(17, 7, 5),
(11, 22, 8),
(13, 35, 3),
(19, 5, 9),
(15, 10, 10),
(9, 22, 5),
(10, 35, 9),
(1, 5, 5),
(9, 10, 9),
(25, 10, 7),
(11, 10, 9),
(15, 6, 10),
(22, 5, 5),
(16, 35, 5),
(26, 35, 3),
(18, 10, 6),
(20, 5, 8),
(24, 6, 9),
(17, 24, 2),
(27, 23, 8),
(13, 24, 5),
(21, 23, 8),
(21, 24, 3),
(14, 7, 5),
(4, 10, 5),
(3, 5, 9),
(2, 6, 2),
(20, 10, 5),
(17, 7, 10),
(9, 22, 7),
(14, 24, 8),
(14, 6, 9),
(18, 22, 8),
(19, 6, 8),
(4, 23, 10),
(9, 23, 7),
(8, 23, 5),
(26, 23, 10),
(27, 35, 5),
(18, 22, 9),
(11, 5, 7),
(20, 5, 10),
(26, 5, 8),
(23, 10, 10),
(10, 24, 8),
(17, 7, 6),
(10, 5, 9),
(5, 23, 10),
(1, 24, 9),
(10, 7, 8),
(23, 5, 2),
(15, 6, 8),
(13, 35, 9),
(11, 24, 8),
(27, 24, 6),
(28, 35, 8),
(15, 5, 5),
(18, 10, 5),
(3, 5, 2),
(3, 10, 7),
(26, 22, 7),
(14, 10, 7),
(24, 5, 8),
(17, 10, 9),
(6, 5, 5),
(7, 23, 7),
(24, 10, 4),
(21, 23, 8),
(24, 22, 10),
(3, 7, 8),
(24, 6, 2),
(8, 7, 9),
(22, 10, 7),
(25, 23, 8),
(14, 6, 8),
(24, 22, 9),
(27, 5, 5),
(19, 23, 6),
(4, 6, 7),
(5, 7, 5),
(16, 10, 9),
(15, 35, 8),
(26, 7, 7),
(21, 24, 7),
(22, 22, 5),
(3, 6, 10),
(7, 5, 9),
(11, 10, 5),
(11, 6, 8),
(24, 6, 10),
(6, 22, 5),
(13, 22, 10),
(20, 5, 6),
(1, 10, 6),
(16, 6, 7),
(8, 5, 5),
(13, 22, 7),
(19, 10, 9),
(1, 24, 2),
(11, 24, 6),
(14, 23, 8),
(22, 24, 6),
(10, 22, 2),
(6, 5, 7),
(3, 10, 8),
(16, 10, 8),
(20, 23, 6),
(1, 23, 6),
(2, 6, 5),
(7, 10, 5),
(21, 5, 4),
(23, 23, 8),
(21, 22, 9),
(3, 10, 6),
(28, 35, 4),
(26, 24, 5),
(27, 22, 6),
(22, 10, 8),
(1, 23, 8),
(16, 24, 5),
(25, 22, 8),
(2, 7, 8),
(16, 23, 2),
(22, 6, 8),
(23, 10, 5),
(17, 6, 7),
(13, 22, 4),
(6, 7, 7),
(23, 10, 6),
(27, 6, 6),
(25, 22, 5),
(13, 10, 10),
(4, 7, 6),
(21, 22, 6),
(19, 24, 6),
(22, 7, 10),
(4, 5, 5),
(23, 24, 10),
(2, 6, 7),
(16, 22, 9),
(6, 35, 9),
(16, 22, 9),
(5, 10, 5),
(18, 24, 5),
(15, 22, 6),
(26, 10, 8),
(13, 6, 2),
(3, 6, 9),
(3, 24, 10),
(1, 24, 10),
(14, 23, 5),
(11, 24, 5),
(1, 10, 8),
(25, 24, 6),
(19, 35, 8),
(19, 7, 9),
(9, 7, 5),
(9, 22, 7),
(24, 10, 6),
(13, 5, 10),
(9, 24, 7),
(16, 23, 6),
(11, 6, 1),
(8, 35, 7),
(12, 35, 5),
(28, 22, 8),
(19, 7, 6),
(27, 7, 9),
(18, 7, 7),
(3, 6, 8),
(16, 23, 7),
(27, 7, 8),
(15, 6, 6),
(10, 35, 6),
(9, 35, 3),
(15, 23, 7),
(1, 6, 10),
(6, 6, 7),
(4, 22, 7),
(1, 24, 7),
(21, 23, 8),
(17, 10, 10),
(7, 10, 4),
(8, 35, 9),
(22, 22, 5),
(28, 35, 8),
(5, 35, 6),
(16, 35, 6),
(22, 10, 7),
(24, 23, 10),
(8, 35, 2),
(3, 35, 7),
(7, 23, 10),
(27, 6, 7),
(8, 10, 4),
(15, 23, 5),
(14, 35, 7),
(5, 22, 5),
(21, 10, 2),
(17, 10, 6),
(8, 5, 9),
(24, 23, 9),
(6, 23, 8),
(23, 5, 8),
(26, 22, 7),
(7, 5, 8),
(26, 5, 2),
(9, 7, 10),
(26, 23, 8),
(18, 22, 8),
(18, 7, 8),
(5, 10, 6),
(16, 6, 9),
(4, 5, 10),
(22, 35, 9),
(14, 6, 8),
(21, 6, 6),
(5, 24, 9),
(15, 10, 4),
(12, 35, 9),
(22, 35, 5),
(3, 5, 6),
(10, 22, 1),
(15, 24, 7),
(16, 6, 6),
(11, 23, 6),
(7, 5, 5),
(10, 7, 8),
(1, 23, 6),
(20, 5, 7),
(22, 23, 4),
(8, 7, 9),
(25, 22, 10),
(19, 22, 7),
(24, 35, 1),
(10, 22, 9),
(19, 10, 9),
(9, 35, 6),
(25, 6, 1),
(13, 5, 7),
(22, 6, 8),
(24, 23, 9),
(15, 22, 3),
(1, 22, 9),
(11, 24, 10),
(6, 23, 9),
(28, 22, 7),
(16, 23, 9),
(7, 24, 5),
(15, 24, 10),
(10, 35, 1),
(17, 7, 10),
(7, 23, 9),
(19, 10, 5),
(16, 5, 5),
(17, 7, 7),
(9, 35, 7),
(17, 6, 5),
(9, 35, 4),
(28, 6, 5),
(10, 23, 5),
(1, 10, 8),
(9, 35, 4),
(11, 7, 5),
(10, 5, 6),
(14, 6, 7),
(20, 24, 6),
(15, 10, 10),
(21, 23, 6),
(15, 10, 6),
(2, 5, 2),
(16, 35, 10),
(6, 6, 7),
(9, 24, 7),
(9, 23, 10),
(5, 35, 9),
(11, 10, 9),
(13, 35, 6),
(21, 24, 10),
(19, 10, 8),
(27, 35, 6),
(16, 5, 10),
(7, 5, 5),
(18, 6, 5),
(26, 7, 10),
(13, 22, 10),
(11, 10, 4),
(26, 23, 10),
(1, 7, 8),
(20, 23, 8),
(2, 22, 7),
(23, 5, 10),
(13, 6, 8),
(11, 5, 9),
(2, 23, 8),
(22, 10, 8),
(23, 23, 5),
(18, 7, 6),
(2, 23, 4),
(18, 23, 9),
(5, 6, 9),
(18, 7, 6),
(8, 22, 3),
(14, 7, 8),
(18, 10, 10),
(15, 10, 8),
(5, 10, 3),
(26, 24, 7),
(1, 24, 5),
(1, 7, 10),
(21, 24, 5),
(7, 5, 9),
(21, 22, 7),
(16, 5, 9),
(4, 10, 4),
(8, 5, 9),
(22, 35, 7),
(1, 10, 10),
(11, 35, 10),
(16, 10, 6),
(28, 24, 7),
(17, 22, 8),
(16, 6, 8),
(12, 23, 6),
(22, 7, 10),
(26, 5, 7),
(18, 6, 6),
(26, 5, 5),
(20, 23, 9),
(2, 24, 5),
(28, 23, 1),
(16, 10, 8),
(28, 5, 10),
(21, 24, 8),
(24, 23, 4),
(14, 6, 7),
(23, 22, 10),
(4, 22, 6),
(15, 7, 1),
(1, 23, 6),
(13, 10, 5),
(12, 6, 7),
(25, 35, 3),
(17, 5, 7),
(11, 24, 6),
(23, 10, 7),
(10, 23, 1),
(15, 22, 9),
(11, 10, 8),
(5, 23, 6),
(13, 23, 8),
(4, 22, 9),
(9, 24, 9),
(14, 7, 9),
(18, 5, 7),
(11, 22, 9),
(27, 35, 6),
(10, 22, 6),
(8, 35, 4),
(6, 7, 6),
(21, 22, 8),
(22, 24, 7),
(2, 22, 8),
(25, 5, 8),
(11, 23, 10),
(2, 22, 6),
(19, 7, 3),
(17, 24, 5),
(10, 7, 8),
(9, 5, 6),
(8, 24, 6),
(5, 22, 5),
(1, 35, 5),
(11, 24, 8),
(12, 10, 3),
(25, 7, 6),
(27, 5, 6),
(14, 5, 5),
(11, 10, 2),
(20, 35, 9),
(14, 10, 7),
(28, 6, 8),
(21, 22, 2),
(26, 7, 6),
(22, 5, 8),
(17, 7, 9),
(9, 7, 6),
(27, 35, 9),
(19, 6, 7),
(17, 7, 9),
(2, 23, 1),
(1, 5, 7),
(14, 5, 9),
(2, 7, 10),
(6, 6, 8),
(5, 5, 7),
(3, 5, 8),
(19, 10, 7),
(15, 23, 8),
(16, 6, 10),
(22, 6, 6),
(14, 7, 10),
(27, 6, 1),
(27, 10, 5),
(2, 35, 7),
(16, 22, 9),
(8, 5, 1),
(11, 22, 9),
(22, 24, 9),
(4, 23, 10),
(13, 22, 2),
(12, 7, 6),
(19, 22, 9),
(24, 35, 5),
(19, 10, 3),
(27, 6, 5),
(13, 24, 10),
(2, 22, 8),
(22, 24, 8),
(16, 6, 7),
(20, 5, 5),
(26, 23, 6),
(8, 7, 4),
(13, 5, 9),
(8, 35, 5),
(1, 23, 8),
(8, 10, 7),
(24, 35, 10),
(25, 35, 9),
(16, 22, 6),
(14, 6, 8),
(22, 7, 10),
(14, 5, 9),
(14, 22, 5),
(3, 23, 9),
(4, 6, 8),
(18, 10, 7),
(28, 6, 9),
(5, 22, 8),
(13, 22, 8),
(26, 35, 9),
(11, 7, 7),
(12, 10, 8),
(15, 24, 7),
(12, 5, 7),
(27, 7, 7),
(13, 23, 7),
(16, 6, 8),
(24, 24, 5),
(19, 10, 10),
(1, 35, 4),
(4, 24, 8),
(16, 7, 9),
(26, 10, 5),
(12, 7, 1),
(19, 6, 7),
(1, 6, 10),
(13, 10, 7),
(12, 35, 10),
(27, 23, 6),
(10, 23, 10),
(19, 6, 8),
(3, 22, 2),
(3, 22, 8),
(10, 35, 5),
(12, 5, 10),
(24, 23, 7),
(17, 6, 10),
(25, 5, 10),
(19, 24, 6),
(16, 24, 6),
(1, 6, 8),
(3, 24, 9),
(1, 23, 8),
(18, 23, 4),
(21, 5, 6),
(26, 23, 6),
(26, 7, 7),
(11, 24, 6),
(23, 7, 10),
(5, 5, 9),
(21, 35, 7),
(12, 35, 4),
(10, 7, 8),
(28, 35, 9),
(21, 35, 5),
(10, 22, 2),
(1, 24, 6),
(22, 24, 10),
(15, 35, 10),
(19, 35, 8),
(7, 5, 9),
(17, 23, 8),
(19, 7, 7),
(4, 6, 8),
(3, 24, 7),
(15, 10, 5),
(18, 22, 8),
(9, 23, 9),
(15, 22, 5),
(14, 22, 7),
(26, 35, 8),
(13, 7, 2),
(25, 6, 9),
(8, 7, 8),
(23, 35, 8),
(9, 10, 5),
(14, 24, 8),
(24, 35, 10),
(8, 10, 7),
(12, 10, 4),
(7, 22, 10),
(2, 24, 10),
(15, 24, 6),
(3, 23, 8),
(20, 10, 5),
(11, 35, 10),
(8, 24, 7),
(18, 5, 2),
(28, 5, 8),
(9, 6, 10),
(16, 5, 6),
(5, 6, 2),
(15, 5, 5),
(20, 7, 6),
(27, 6, 5),
(23, 6, 3),
(3, 23, 10),
(4, 24, 7),
(3, 23, 5),
(12, 22, 4),
(4, 7, 5),
(27, 7, 10),
(9, 22, 6),
(6, 22, 9),
(11, 22, 5),
(10, 23, 9),
(18, 5, 5),
(21, 22, 2),
(28, 10, 9),
(2, 5, 6),
(8, 35, 10),
(20, 5, 3),
(11, 5, 6),
(13, 23, 5),
(28, 7, 5),
(14, 22, 4),
(2, 35, 7),
(16, 10, 6),
(15, 35, 10),
(19, 23, 8),
(28, 10, 7),
(7, 22, 6),
(20, 7, 6),
(13, 24, 2),
(2, 6, 9),
(5, 5, 9),
(26, 24, 6),
(28, 5, 9),
(26, 24, 6),
(6, 5, 6),
(3, 5, 7),
(21, 7, 1),
(1, 6, 9),
(13, 22, 8),
(4, 24, 10),
(15, 23, 9),
(28, 35, 5),
(14, 7, 9),
(15, 6, 8),
(1, 22, 9),
(14, 22, 8),
(2, 7, 5),
(28, 5, 5),
(28, 35, 6),
(15, 22, 9),
(14, 10, 6),
(13, 5, 8),
(9, 5, 6),
(15, 7, 8),
(9, 10, 8),
(21, 35, 6);
